id;name;type;fgc_guarantee;active;minimum_investment;financial_risk;daily_liquidity;indexer_profitability;type_profitability;value_profitability;redemption_period;net_profitability;gross_income;distributor_name;issuer_name;risk;thumbnail;financial_risk_original;cdi_yearly;ipca_12
4160;CDB Banco Mercantil Pós-Fixado 102,00% CDI;CDB;1;1;5000.0;Baixo;No Vencimento;CDI;POST_FIXED;102.00;16/03/2026;9.30;11.27;Bradesco;Banco Mercantil do Brasil;1;https://investidor10.com.br/storage/companies/649ca663f374f.jpg;LOW;11.13;5.06
3155;CDB Afinz Pós-Fixado 105,00% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;105.00;02/03/2026;9.28;11.60;Banco Inter;Afinz;1;https://investidor10.com.br/storage/companies/677e7a6b10873.png;LOW;11.13;5.06
4162;CDB Luso Brasileiro Pós-Fixado 101,25% CDI;CDB;1;1;5000.0;Baixo;No Vencimento;CDI;POST_FIXED;101.25;16/03/2026;9.23;11.19;Bradesco;Banco Luso Brasileiro;1;https://investidor10.com.br/storage/companies/674f149d29790.jpg;LOW;11.13;5.06
3924;CDB Banco BMG Pós-fixado 95,00% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;95.00;05/03/2031;9.23;10.50;BTG Pactual;Banco BMG;1;https://investidor10.com.br/storage/companies/66d9a94bc4c89.jpg;LOW;11.13;5.06
826;CDB Banco XP Pós-Fixado 100,00% CDI;CDB;1;1;1000.0;Baixo;Diária;CDI;POST_FIXED;100.00;07/03/2027;9.20;11.05;Rico;Banco XP;1;https://investidor10.com.br//storage/stocks/thumbnails/mvt1OLdD7SvdbaEhMVPjSEo079349nfyUxSeTaSh.jpg;LOW;11.13;5.06
3565;CDB BTG Pactual Pós-fixado 100,00% CDI;CDB;1;1;50.0;Baixo;No Vencimento;CDI;POST_FIXED;100.00;12/02/2027;9.20;11.05;BTG Pactual;Banco BTG Pactual;1;https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg;LOW;11.13;5.06
4142;CDB Banco Original Pós-fixado 104,00% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;104.00;09/03/2026;9.19;11.49;Nubank;Banco Original;1;https://investidor10.com.br/storage/companies/6751de6021724.png;LOW;11.13;5.06
4074;CDB Nubank Pós-Fixado 103,50% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;103.50;11/03/2026;9.15;11.44;Itaú Unibanco;Nubank;1;https://investidor10.com.br//storage/stocks/thumbnails/WRVHU9E4oEhuJQQruv25Rr8XOcWuJUS2GzVNfGot.jpg;LOW;11.13;5.06
1537;CDB Agibank Pós-Fixado 100,00% CDI;CDB;1;1;1110.07;Baixo;Diária;CDI;POST_FIXED;100.00;10/04/2026;9.13;11.05;Rico;Banco Agibank;1;https://investidor10.com.br/storage/companies/6723e55fc7db5.jpg;LOW;11.13;5.06
2648;CDB Banco XP Pós-Fixado 99,90% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;99.90;13/03/2026;9.11;11.04;Rico;Banco XP;1;https://investidor10.com.br//storage/stocks/thumbnails/mvt1OLdD7SvdbaEhMVPjSEo079349nfyUxSeTaSh.jpg;LOW;11.13;5.06
4077;CDB Nubank Pós-Fixado 103,00% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;103.00;11/03/2026;9.11;11.38;Itaú Unibanco;Nubank;1;https://investidor10.com.br//storage/stocks/thumbnails/WRVHU9E4oEhuJQQruv25Rr8XOcWuJUS2GzVNfGot.jpg;LOW;11.13;5.06
3149;CDB Banco Guanabara Pós-Fixado 103,00% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;103.00;23/02/2026;9.10;11.38;Banco Inter;Banco Guanabara S.A.;1;https://investidor10.com.br/storage/companies/67575618a30e4.png;LOW;11.13;5.06
4148;CDB Nubank Pós-Fixado 102,75% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;102.75;09/03/2026;9.08;11.35;Nubank;Nubank;1;https://investidor10.com.br//storage/stocks/thumbnails/WRVHU9E4oEhuJQQruv25Rr8XOcWuJUS2GzVNfGot.jpg;LOW;11.13;5.06
4159;CDB Mercado Livre Pós-fixado 99,50% CDI;CDB;1;1;5000.0;Baixo;No Vencimento;CDI;POST_FIXED;99.50;16/03/2026;9.07;10.99;Bradesco;Mercado Livre;1;https://investidor10.com.br//storage/stocks/thumbnails/AkHDu8ZarPEqgj9DeOYkeX9kX60klpaAuXvYXEKl.jpg;LOW;11.13;5.06
3905;CDB Banco C6 Consignado Pós-fixado 102,50% CDI;CDB;1;1;1.0;Baixo;No Vencimento;CDI;POST_FIXED;102.50;02/03/2026;9.06;11.33;Nubank;Banco C6;1;https://investidor10.com.br/storage/companies/6723e56a98470.jpg;LOW;11.13;5.06
4079;CDB Banco C6 Consignado Pós-fixado 102,50% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;102.50;11/03/2026;9.06;11.33;Itaú Unibanco;Banco C6;1;https://investidor10.com.br/storage/companies/6723e56a98470.jpg;LOW;11.13;5.06
4158;CDB BR Partners Pós-Fixado 99,20% CDI;CDB;1;1;5000.0;Baixo;No Vencimento;CDI;POST_FIXED;99.20;16/03/2026;9.05;10.96;Bradesco;BR Partners;1;https://investidor10.com.br/storage/companies/6101bad947f34.jpg;LOW;11.13;5.06
2527;CDB BR Partners Pós-fixado 98,50% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;98.50;27/01/2027;9.05;10.88;BTG Pactual;BR Partners;1;https://investidor10.com.br/storage/companies/6101bad947f34.jpg;LOW;11.13;5.06
4080;CDB Omni Pós-fixado 102,00% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;102.00;11/03/2026;9.02;11.27;Itaú Unibanco;Banco Omni;1;https://investidor10.com.br/storage/companies/674f140708ca7.jpg;LOW;11.13;5.06
3904;CDB Nubank Pós-Fixado 102,00% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;102.00;24/02/2026;9.01;11.27;Nubank;Nubank;1;https://investidor10.com.br//storage/stocks/thumbnails/WRVHU9E4oEhuJQQruv25Rr8XOcWuJUS2GzVNfGot.jpg;LOW;11.13;5.06
3935;CDB Banco BMG Pós-fixado 95,00% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;95.00;08/03/2027;8.99;10.50;BTG Pactual;Banco BMG;1;https://investidor10.com.br/storage/companies/66d9a94bc4c89.jpg;LOW;11.13;5.06
3814;CDB BTG Pactual Pós-fixado 101,75% CDI;CDB;1;1;500.0;Baixo;No Vencimento;CDI;POST_FIXED;101.75;25/02/2026;8.99;11.24;BTG Pactual;Banco BTG Pactual;1;https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg;LOW;11.13;5.06
4008;CDB Banco Original Pós-Fixado 101,50% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;101.50;09/03/2026;8.97;11.22;Banco Inter;Banco Original;1;https://investidor10.com.br/storage/companies/6751de6021724.png;LOW;11.13;5.06
4157;CDB Banco Inter Pós-Fixado 98,00% CDI;CDB;1;1;5000.0;Baixo;No Vencimento;CDI;POST_FIXED;98.00;16/03/2026;8.94;10.83;Bradesco;Banco Inter;1;https://investidor10.com.br/storage/stocks/thumbnails/6776c31d48e28.png;LOW;11.13;5.06
948;CDB Banco Inter Pós-Fixado 105,00% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;105.00;03/09/2025;8.93;11.60;Banco Inter;Banco Inter;1;https://investidor10.com.br/storage/stocks/thumbnails/6776c31d48e28.png;LOW;11.13;5.06
4081;CDB Luso Brasileiro Pós-Fixado 101,00% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;101.00;11/03/2026;8.93;11.16;Itaú Unibanco;BANCO LUSO BRASILEIRO;1;https://investidor10.com.br/storage/companies/674f149d29790.jpg;LOW;11.13;5.06
2623;CDB Stone Pós-Fixado 101,00% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;101.00;24/01/2026;8.92;11.16;XP Investimentos;Banco Stone;1;https://investidor10.com.br//storage/stocks/thumbnails/WIXrBYTNYBou4S8SVKPWNNEbgpxl8ca17sYw9CRT.jpg;LOW;11.13;5.06
3815;CDB BTG Pactual Pós-fixado 100,90% CDI;CDB;1;1;50.0;Baixo;No Vencimento;CDI;POST_FIXED;100.90;25/02/2026;8.92;11.15;BTG Pactual;Banco BTG Pactual;1;https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg;LOW;11.13;5.06
3812;CDB BTG Pactual Pós-fixado 100,60% CDI;CDB;1;1;50.0;Baixo;No Vencimento;CDI;POST_FIXED;100.60;25/02/2026;8.89;11.12;BTG Pactual;Banco BTG Pactual;1;https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg;LOW;11.13;5.06
2625;CDB Banco Mercantil Pós-fixado 100,50% CDI;CDB;1;1;5000.0;Baixo;No Vencimento;CDI;POST_FIXED;100.50;24/01/2026;8.87;11.11;XP Investimentos;Banco Mercantil do Brasil;1;https://investidor10.com.br/storage/companies/649ca663f374f.jpg;LOW;11.13;5.06
4161;CDB Banco Digimais Pós-Fixado 97,25% CDI;CDB;1;1;5000.0;Baixo;No Vencimento;CDI;POST_FIXED;97.25;16/03/2026;8.87;10.75;Bradesco;Banco Digimais;1;https://investidor10.com.br/storage/companies/6716aa1c977b6.png;LOW;11.13;5.06
3816;CDB BTG Pactual Pós-fixado 100,40% CDI;CDB;1;1;50.0;Baixo;No Vencimento;CDI;POST_FIXED;100.40;25/02/2026;8.87;11.09;BTG Pactual;Banco BTG Pactual;1;https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg;LOW;11.13;5.06
3817;CDB BTG Pactual Pós-fixado 100,20% CDI;CDB;1;1;50.0;Baixo;No Vencimento;CDI;POST_FIXED;100.20;25/02/2026;8.86;11.07;BTG Pactual;Banco BTG Pactual;1;https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg;LOW;11.13;5.06
3283;CDB Banco Banpara Pós-fixado 100,00% CDI;CDB;1;1;1021.38;Baixo;Diária;CDI;POST_FIXED;100.00;06/01/2026;8.83;11.05;Rico;Banco Banpara;1;https://investidor10.com.br/storage/companies/5ec57f8a9d22a.jpeg;LOW;11.13;5.06
2782;CDB Banco Banpara Pós-fixado 100,00% CDI;CDB;1;1;1007.74;Baixo;No Vencimento;CDI;POST_FIXED;100.00;06/01/2026;8.83;11.05;XP Investimentos;Banco Banpara;1;https://investidor10.com.br/storage/companies/5ec57f8a9d22a.jpeg;LOW;11.13;5.06
3628;CDB Banco BMG Pós-Fixado 100,00% CDI;CDB;1;1;1021.54;Baixo;Diária;CDI;POST_FIXED;100.00;12/12/2025;8.82;11.05;XP Investimentos;Banco BMG;1;https://investidor10.com.br/storage/companies/66d9a94bc4c89.jpg;LOW;11.13;5.06
4141;CDB Pagbank Pós-fixado 104,00% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;104.00;11/06/2025;8.82;11.49;Nubank;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
3214;CDB Banco BMG Pós-Fixado 100,00% CDI;CDB;1;1;1030.69;Baixo;Diária;CDI;POST_FIXED;100.00;03/12/2025;8.82;11.05;Rico;Banco BMG;1;https://investidor10.com.br/storage/companies/66d9a94bc4c89.jpg;LOW;11.13;5.06
1538;CDB Banco Banpara Pós-fixado 100,00% CDI;CDB;1;1;1039.27;Baixo;Diária;CDI;POST_FIXED;100.00;06/11/2025;8.81;11.05;Rico;Banco Banpara;1;https://investidor10.com.br/storage/companies/5ec57f8a9d22a.jpeg;LOW;11.13;5.06
902;CDB Banco BMG Pós-Fixado 100,00% CDI;CDB;1;1;1035.94;Baixo;Diária;CDI;POST_FIXED;100.00;19/11/2025;8.81;11.05;Rico;Banco BMG;1;https://investidor10.com.br/storage/companies/66d9a94bc4c89.jpg;LOW;11.13;5.06
3217;CDB Stone Pós-Fixado 100,00% CDI;CDB;1;1;1045.37;Baixo;Diária;CDI;POST_FIXED;100.00;29/10/2025;8.81;11.05;Rico;Stone;1;https://investidor10.com.br//storage/stocks/thumbnails/WIXrBYTNYBou4S8SVKPWNNEbgpxl8ca17sYw9CRT.jpg;LOW;11.13;5.06
1450;CDB Stone Pós-Fixado 100,00% CDI;CDB;1;1;1044.02;Baixo;Diária;CDI;POST_FIXED;100.00;03/11/2025;8.81;11.05;Rico;Stone;1;https://investidor10.com.br//storage/stocks/thumbnails/WIXrBYTNYBou4S8SVKPWNNEbgpxl8ca17sYw9CRT.jpg;LOW;11.13;5.06
1536;CDB Agibank Pós-Fixado 100,00% CDI;CDB;1;1;1057.27;Baixo;Diária;CDI;POST_FIXED;100.00;15/09/2025;8.80;11.05;Rico;Banco Agibank;1;https://investidor10.com.br/storage/companies/6723e55fc7db5.jpg;LOW;11.13;5.06
1539;CDB Banco Banpara Pós-fixado 100,00% CDI;CDB;1;1;1048.16;Baixo;Diária;CDI;POST_FIXED;100.00;09/10/2025;8.80;11.05;Rico;Banco Banpara;1;https://investidor10.com.br/storage/companies/5ec57f8a9d22a.jpeg;LOW;11.13;5.06
1534;CDB Agibank Pós-Fixado 100,00% CDI;CDB;1;1;1046.34;Baixo;Diária;CDI;POST_FIXED;100.00;20/10/2025;8.80;11.05;Rico;Banco Agibank;1;https://investidor10.com.br/storage/companies/6723e55fc7db5.jpg;LOW;11.13;5.06
1905;CDB Banco Inter Pós-Fixado 103,50% CDI;CDB;1;1;1.0;Baixo;No Vencimento;CDI;POST_FIXED;103.50;28/06/2025;8.79;11.44;Banco Inter;Banco Inter;1;https://investidor10.com.br/storage/stocks/thumbnails/6776c31d48e28.png;LOW;11.13;5.06
2525;CDB BR Partners Pós-fixado 99,10% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;99.10;23/01/2026;8.75;10.95;BTG Pactual;BR Partners;1;https://investidor10.com.br/storage/companies/6101bad947f34.jpg;LOW;11.13;5.06
3100;CDB Banco Daycoval Pós-fixado 99,00% CDI;CDB;1;1;20000.0;Baixo;No Vencimento;CDI;POST_FIXED;99.00;03/02/2026;8.74;10.94;BTG Pactual;Banco Daycoval;1;https://investidor10.com.br/storage/companies/6724cf141db59.jpg;LOW;11.13;5.06
1906;CDB Banco Inter Pós-Fixado 103,00% CDI;CDB;1;1;1.0;Baixo;No Vencimento;CDI;POST_FIXED;103.00;29/05/2025;8.74;11.38;Banco Inter;Banco Inter;1;https://investidor10.com.br/storage/stocks/thumbnails/6776c31d48e28.png;LOW;11.13;5.06
4129;CDB Nubank Pós-Fixado 102,50% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;102.50;10/09/2025;8.73;11.33;Rico;Nubank;1;https://investidor10.com.br//storage/stocks/thumbnails/WRVHU9E4oEhuJQQruv25Rr8XOcWuJUS2GzVNfGot.jpg;LOW;11.13;5.06
4149;CDB Nubank Pós-Fixado 102,50% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;102.50;10/09/2025;8.73;11.33;Nubank;Nubank;1;https://investidor10.com.br//storage/stocks/thumbnails/WRVHU9E4oEhuJQQruv25Rr8XOcWuJUS2GzVNfGot.jpg;LOW;11.13;5.06
2703;CDB Pagbank Pós-fixado 103,00% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;103.00;27/04/2025;8.73;11.38;Nubank;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
4078;CDB Nubank Pós-Fixado 102,50% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;102.50;11/09/2025;8.73;11.33;Itaú Unibanco;Nubank;1;https://investidor10.com.br//storage/stocks/thumbnails/WRVHU9E4oEhuJQQruv25Rr8XOcWuJUS2GzVNfGot.jpg;LOW;11.13;5.06
1907;CDB Banco Inter Pós-Fixado 102,50% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;102.50;29/04/2025;8.68;11.33;Banco Inter;Banco Inter;1;https://investidor10.com.br/storage/stocks/thumbnails/6776c31d48e28.png;LOW;11.13;5.06
1908;CDB Banco Inter Pós-Fixado 102,50% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;102.50;30/03/2025;8.68;11.33;Banco Inter;Banco Inter;1;https://investidor10.com.br/storage/stocks/thumbnails/6776c31d48e28.png;LOW;11.13;5.06
4150;CDB Pagbank Pós-fixado 101,50% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;101.50;10/09/2025;8.64;11.22;Nubank;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
3903;CDB Nubank Pós-Fixado 101,50% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;101.50;28/08/2025;8.64;11.22;Nubank;Nubank;1;https://investidor10.com.br//storage/stocks/thumbnails/WRVHU9E4oEhuJQQruv25Rr8XOcWuJUS2GzVNfGot.jpg;LOW;11.13;5.06
3569;CDB BTG Pactual Pós-fixado 101,50% CDI;CDB;1;1;500.0;Baixo;No Vencimento;CDI;POST_FIXED;101.50;12/08/2025;8.63;11.22;BTG Pactual;Banco BTG Pactual;1;https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg;LOW;11.13;5.06
3625;CDB Pagbank Pós-Fixado 101,50% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;101.50;13/06/2025;8.61;11.22;XP Investimentos;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
3809;CDB BTG Pactual Pós-fixado 101,15% CDI;CDB;1;1;50.0;Baixo;No Vencimento;CDI;POST_FIXED;101.15;25/08/2025;8.61;11.18;BTG Pactual;Banco BTG Pactual;1;https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg;LOW;11.13;5.06
3813;CDB BTG Pactual Pós-fixado 101,50% CDI;CDB;1;1;500.0;Baixo;No Vencimento;CDI;POST_FIXED;101.50;26/05/2025;8.61;11.22;BTG Pactual;Banco BTG Pactual;1;https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg;LOW;11.13;5.06
3090;CDB Pine Pós-fixado 101,00% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;101.00;04/08/2025;8.59;11.16;Nubank;Banco Pine;1;https://investidor10.com.br/storage/companies/66d9a9b5e9301.jpg;LOW;11.13;5.06
3902;CDB Banco C6 Consignado Pós-fixado 101,00% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;101.00;28/08/2025;8.59;11.16;Nubank;Banco C6;1;https://investidor10.com.br/storage/companies/6723e56a98470.jpg;LOW;11.13;5.06
3811;CDB BTG Pactual Pós-fixado 101,25% CDI;CDB;1;1;500.0;Baixo;No Vencimento;CDI;POST_FIXED;101.25;25/04/2025;8.58;11.19;BTG Pactual;Banco BTG Pactual;1;https://investidor10.com.br/storage/companies/66cc8e7c56df1.jpg;LOW;11.13;5.06
3626;CDB Pagbank Pós-fixado 101,00% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;101.00;13/06/2025;8.57;11.16;XP Investimentos;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
3452;CDB Pagbank Pós-fixado 101,00% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;101.00;11/05/2025;8.56;11.16;XP Investimentos;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
3327;CDB Pagbank Pós-fixado 101,00% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;101.00;07/05/2025;8.56;11.16;XP Investimentos;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
2626;CDB Banco Stone Pós-fixado 100,50% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;100.50;24/07/2025;8.54;11.11;XP Investimentos;Banco Stone;1;https://investidor10.com.br//storage/stocks/thumbnails/WIXrBYTNYBou4S8SVKPWNNEbgpxl8ca17sYw9CRT.jpg;LOW;11.13;5.06
2780;CDB Banco Stone Pós-fixado 100,50% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;100.50;28/07/2025;8.54;11.11;XP Investimentos;Banco Stone;1;https://investidor10.com.br//storage/stocks/thumbnails/WIXrBYTNYBou4S8SVKPWNNEbgpxl8ca17sYw9CRT.jpg;LOW;11.13;5.06
3627;CDB Pagbank Pós-fixado 100,50% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;100.50;14/04/2025;8.51;11.11;XP Investimentos;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
2887;CDB Sofisa Direto Pós-fixado 100,00% CDI;CDB;1;1;1.0;Baixo;No Vencimento;CDI;POST_FIXED;100.00;01/09/2025;8.51;11.05;Sofisa Direto;Sofisa Direto;1;https://investidor10.com.br/storage/companies/679b730f33a1f.png;LOW;11.13;5.06
3148;CDB Banco Guanabara Pós-Fixado 100,00% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;100.00;25/08/2025;8.51;11.05;Banco Inter;Banco Guanabara S.A.;1;https://investidor10.com.br/storage/companies/67575618a30e4.png;LOW;11.13;5.06
3453;CDB Pagbank Pós-fixado 100,50% CDI;CDB;1;1;100.0;Baixo;No Vencimento;CDI;POST_FIXED;100.50;11/04/2025;8.51;11.11;XP Investimentos;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
1452;CDB Stone Pós-Fixado 100% CDI;CDB;1;1;1067.34;Baixo;Diária;CDI;POST_FIXED;100.00;26/08/2025;8.51;11.05;Rico;Stone;1;https://investidor10.com.br//storage/stocks/thumbnails/WIXrBYTNYBou4S8SVKPWNNEbgpxl8ca17sYw9CRT.jpg;LOW;11.13;5.06
3598;CDB Mercado Livre Pós-fixado 100,00% CDI;CDB;1;1;1067.21;Baixo;No Vencimento;CDI;POST_FIXED;100.00;08/08/2025;8.50;11.05;Rico;Mercado Livre;1;https://investidor10.com.br//storage/stocks/thumbnails/AkHDu8ZarPEqgj9DeOYkeX9kX60klpaAuXvYXEKl.jpg;LOW;11.13;5.06
3130;CDB Mercado Livre Pós-fixado 100,00% CDI;CDB;1;1;1099.62;Baixo;Diária;CDI;POST_FIXED;100.00;02/05/2025;8.48;11.05;Rico;Mercado Livre;1;https://investidor10.com.br//storage/stocks/thumbnails/AkHDu8ZarPEqgj9DeOYkeX9kX60klpaAuXvYXEKl.jpg;LOW;11.13;5.06
2886;CDB Sofisa Direto Pós-fixado 100,00% CDI;CDB;1;1;1.0;Baixo;No Vencimento;CDI;POST_FIXED;100.00;30/05/2025;8.48;11.05;Sofisa Direto;Sofisa Direto;1;https://investidor10.com.br/storage/companies/679b730f33a1f.png;LOW;11.13;5.06
1570;CDB Pagbank Pós-Fixado 100,00% CDI;CDB;1;1;1112.89;Baixo;Diária;CDI;POST_FIXED;100.00;27/03/2025;8.47;11.05;Rico;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
1571;CDB Pagbank Pós-Fixado 100,00% CDI;CDB;1;1;1051.18;Baixo;Diária;CDI;POST_FIXED;100.00;01/04/2025;8.47;11.05;Rico;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
2857;CDB Mercado Livre Pós-fixado 99,80% CDI;CDB;1;1;5000.0;Baixo;No Vencimento;CDI;POST_FIXED;99.80;29/05/2025;8.47;11.03;BTG Pactual;Mercado Livre;1;https://investidor10.com.br//storage/stocks/thumbnails/AkHDu8ZarPEqgj9DeOYkeX9kX60klpaAuXvYXEKl.jpg;LOW;11.13;5.06
3131;CDB Mercado Livre Pós-fixado 100,00% CDI;CDB;1;1;1104.88;Baixo;Diária;CDI;POST_FIXED;100.00;11/04/2025;8.47;11.05;Rico;Mercado Livre;1;https://investidor10.com.br//storage/stocks/thumbnails/AkHDu8ZarPEqgj9DeOYkeX9kX60klpaAuXvYXEKl.jpg;LOW;11.13;5.06
2884;CDB Sofisa Direto Pós-fixado 100,00% CDI;CDB;1;1;1.0;Baixo;No Vencimento;CDI;POST_FIXED;100.00;31/03/2025;8.47;11.05;Sofisa Direto;Sofisa Direto;1;https://investidor10.com.br/storage/companies/679b730f33a1f.png;LOW;11.13;5.06
2885;CDB Sofisa Direto Pós-fixado 100,00% CDI;CDB;1;1;1.0;Baixo;No Vencimento;CDI;POST_FIXED;100.00;30/04/2025;8.47;11.05;Sofisa Direto;Sofisa Direto;1;https://investidor10.com.br/storage/companies/679b730f33a1f.png;LOW;11.13;5.06
2783;CDB Banco Stone Pós-fixado 100,00% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;100.00;28/04/2025;8.47;11.05;XP Investimentos;Banco Stone;1;https://investidor10.com.br//storage/stocks/thumbnails/WIXrBYTNYBou4S8SVKPWNNEbgpxl8ca17sYw9CRT.jpg;LOW;11.13;5.06
1535;CDB Agibank Pós-Fixado 100,00% CDI;CDB;1;1;1112.91;Baixo;Diária;CDI;POST_FIXED;100.00;28/03/2025;8.47;11.05;Rico;Banco Agibank;1;https://investidor10.com.br/storage/companies/6723e55fc7db5.jpg;LOW;11.13;5.06
1541;CDB Pagbank Pós-Fixado 100,00% CDI;CDB;1;1;1056.56;Baixo;Diária;CDI;POST_FIXED;100.00;17/03/2025;8.46;11.05;Rico;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
1542;CDB Pagbank Pós-Fixado 100,00% CDI;CDB;1;1;1055.24;Baixo;Diária;CDI;POST_FIXED;100.00;19/03/2025;8.46;11.05;Rico;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
1572;CDB Pagbank Pós-Fixado 100,00% CDI;CDB;1;1;1113.86;Baixo;Diária;CDI;POST_FIXED;100.00;25/03/2025;8.46;11.05;Rico;Pagbank;1;https://investidor10.com.br//storage/stocks/thumbnails/677e797146501.png;LOW;11.13;5.06
4122;CDB Stone Pós-Fixado 99,50% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;99.50;11/06/2025;8.45;10.99;Rico;Banco Stone;1;https://investidor10.com.br//storage/stocks/thumbnails/WIXrBYTNYBou4S8SVKPWNNEbgpxl8ca17sYw9CRT.jpg;LOW;11.13;5.06
2649;CDB Banco XP Pós-fixado 99,25% CDI;CDB;1;1;1000.0;Baixo;No Vencimento;CDI;POST_FIXED;99.25;11/06/2025;8.42;10.97;Rico;Banco XP;1;https://investidor10.com.br//storage/stocks/thumbnails/mvt1OLdD7SvdbaEhMVPjSEo079349nfyUxSeTaSh.jpg;LOW;11.13;5.06
4168;CDB Mercado Livre Pós-fixado 98,50% CDI;CDB;1;1;5000.0;Baixo;No Vencimento;CDI;POST_FIXED;98.50;13/05/2025;8.35;10.88;Bradesco;Mercado Livre;1;https://investidor10.com.br//storage/stocks/thumbnails/AkHDu8ZarPEqgj9DeOYkeX9kX60klpaAuXvYXEKl.jpg;LOW;11.13;5.06
